"","Site","Name","Year","Date","Time","QC","Depth","Temp","DO","PctSat","Ecoli","Flag"
"285","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-07-31,"07:10:00","NA",NA,NA,NA,NA,73,FALSE
"286","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-07-31,"07:10:00","NA",0,24.7,7.45,89.3,NA,FALSE
"287","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-07-31,"07:10:00","NA",1,24.7,7.31,88.1,NA,FALSE
"288","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-07-31,"07:10:00","NA",2,24.7,7.31,87.9,NA,FALSE
"289","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-07-31,"07:30:00","NA",NA,NA,NA,NA,58,FALSE
"290","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-07-31,"07:30:00","NA",0,24.6,7.66,91.9,NA,FALSE
"291","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-07-31,"07:30:00","NA",1,24.6,7.63,91.9,NA,FALSE
"292","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-07-31,"07:30:00","NA",2,24.6,7.63,91.8,NA,FALSE
"293","P135","PRESUMPSCOT RIVER - R157 - VRMP",2010,2010-07-31,"06:56:00","NA",NA,24.8,8.2,100.8,15,FALSE
"294","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-07-31,"07:35:00","NA",NA,24.4,7.01,84.8,12,FALSE
"295","P145","PRESUMPSCOT RIVER - R161 - VRMP",2010,2010-07-31,"07:15:00","NA",NA,24.4,7.18,86,3,FALSE
"296","P150","PRESUMPSCOT RIVER - R166 - VRMP",2010,2010-07-31,"06:40:00","NA",NA,25,6.93,83.8,16,FALSE
"297","P160","PRESUMPSCOT RIVER - R195 - VRMP",2010,2010-07-31,"06:14:00","NA",NA,24.9,7.4,89.7,6,FALSE
"298","P170","PRESUMPSCOT RIVER - R202 - VRMP",2010,2010-07-31,"05:57:00","NA",NA,25.1,7.58,91.7,4,FALSE
"299","P170","PRESUMPSCOT RIVER - R202 - VRMP",2010,2010-07-31,"05:57:00","D",NA,NA,NA,NA,4,FALSE
"300","P200","PRESUMPSCOT RIVER - R225 - VRMP",2010,2010-07-31,"06:55:00","NA",NA,23.5,7.67,89.6,7,FALSE
"301","PL040","PLEASANT RIVER - RPL47 - VRMP",2010,2010-07-31,"06:04:00","NA",NA,19.2,7,74.9,687,FALSE
"302","BB010","BAKER BROOK - RPLBK17 - VRMP",2010,2010-08-14,"07:10:00","NA",NA,17,9.18,95,201.4,FALSE
"303","DB010","DITCH BROOK - RPL00 - VRMP",2010,2010-08-14,"07:53:00","NA",NA,18.7,8.9,95.3,105.4,FALSE
"304","L010","LITTLE RIVER - RLT08 - VRMP",2010,2010-08-14,"07:40:00","NA",NA,18.8,7.62,82.2,131.3,FALSE
"305","L020","LITTLE RIVER - RLT15 - VRMP",2010,2010-08-14,"07:28:00","NA",NA,18.6,8.72,93.1,60.9,FALSE
"306","M010","MILL BROOK - RML01 - VRMP",2010,2010-08-14,"07:00:00","NA",NA,17.4,7.86,80.8,290.9,FALSE
"307","M010","MILL BROOK - RML01 - VRMP",2010,2010-08-14,"07:00:00","D",NA,NA,NA,NA,260.2,FALSE
"308","M030","MILL BROOK - RML63 - VRMP",2010,2010-08-14,"06:15:00","NA",NA,23.8,7.89,93.2,10.9,FALSE
"309","N010","NASON BROOK - RNS11 - VRMP",2010,2010-08-14,"07:24:00","NA",NA,15.2,8.6,86.6,260.2,FALSE
"310","OB010","OTTER BROOK - ROT06 - VRMP",2010,2010-08-14,"05:56:00","NA",NA,16.1,4.4,45,NA,FALSE
"311","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-14,"06:05:00","NA",NA,NA,NA,NA,NA,FALSE
"312","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-14,"06:05:00","NA",1,24.6,6.93,83.2,NA,FALSE
"313","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-14,"06:05:00","NA",2,24.6,6.88,83.6,NA,FALSE
"314","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-14,"06:35:00","NA",NA,NA,NA,NA,38.4,FALSE
"315","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-14,"06:35:00","NA",1,24.7,7.2,87.4,NA,FALSE
"316","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-14,"06:35:00","NA",2,24.7,7.3,88.3,NA,FALSE
"317","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-14,"06:35:00","D",NA,NA,NA,NA,35,FALSE
"318","P135","PRESUMPSCOT RIVER - R157 - VRMP",2010,2010-08-14,"07:09:00","NA",NA,25.2,7.2,87.1,17.3,FALSE
"319","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-08-14,"06:45:00","NA",NA,23.9,7.07,84.5,4.1,FALSE
"320","P145","PRESUMPSCOT RIVER - R161 - VRMP",2010,2010-08-14,"06:50:00","NA",NA,24,6.98,83.9,9.6,FALSE
"321","P150","PRESUMPSCOT RIVER - R166 - VRMP",2010,2010-08-14,"06:40:00","NA",NA,24.6,8.15,98.1,3,FALSE
"322","P160","PRESUMPSCOT RIVER - R195 - VRMP",2010,2010-08-14,"06:12:00","NA",NA,24.8,8.5,103.1,7.3,FALSE
"323","P170","PRESUMPSCOT RIVER - R202 - VRMP",2010,2010-08-14,"05:55:00","NA",NA,25,9,108.5,8.5,FALSE
"324","P200","PRESUMPSCOT RIVER - R225 - VRMP",2010,2010-08-14,"06:58:00","NA",NA,23,8.37,97,45.5,FALSE
"325","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2010,2010-08-14,"08:05:00","NA",NA,19.6,7,76.8,101.7,FALSE
"326","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2010,2010-08-14,"07:55:00","NA",NA,16.3,9,91.5,156.5,FALSE
"327","PL010","PLEASANT RIVER - RPL06 - PRW",2010,2010-08-14,"07:10:00","NA",NA,21.4,9.2,103.6,16.1,FALSE
"328","PL020","PLEASANT RIVER - RPL29 - VRMP",2010,2010-08-14,"07:30:00","NA",NA,17.8,8.17,86.4,152.9,FALSE
"329","PL030","PLEASANT RIVER - RPL37 - VRMP",2010,2010-08-14,"07:50:00","NA",NA,18,8.72,92,172.3,FALSE
"330","PL040","PLEASANT RIVER - RPL47 - VRMP",2010,2010-08-14,"06:15:00","NA",NA,20.2,7.4,83.1,866.4,FALSE
"331","TA010","TANNERY BROOK - RLTTN06 - VRMP",2010,2010-08-14,"07:55:00","NA",NA,17.7,7.62,80,47.1,FALSE
"332","BB010","BAKER BROOK - RPLBK17 - VRMP",2010,2010-08-28,"06:30:00","NA",NA,14.1,6.94,67.4,365,FALSE
"333","DB010","DITCH BROOK - RPL00 - VRMP",2010,2010-08-28,"06:42:00","NA",NA,16.9,9.2,95.7,109,FALSE
"334","L010","LITTLE RIVER - RLT08 - VRMP",2010,2010-08-28,"07:32:00","NA",NA,16.8,8.09,83.3,649,FALSE
"335","L010","LITTLE RIVER - RLT08 - VRMP",2010,2010-08-28,"07:32:00","D",NA,NA,NA,NA,816,FALSE
"336","L020","LITTLE RIVER - RLT15 - VRMP",2010,2010-08-28,"07:10:00","NA",NA,17.1,8.43,87.7,210,FALSE
"337","M010","MILL BROOK - RML01 - VRMP",2010,2010-08-28,"07:50:00","NA",NA,16.5,8.35,85.5,410,FALSE
"338","M030","MILL BROOK - RML63 - VRMP",2010,2010-08-28,"06:00:00","NA",NA,21,9.11,101.6,14,FALSE
"339","M030","MILL BROOK - RML63 - VRMP",2010,2010-08-28,"06:00:00","D",NA,NA,NA,NA,17,FALSE
"340","N010","NASON BROOK - RNS11 - VRMP",2010,2010-08-28,"07:07:00","NA",NA,14.6,8.3,82.4,816,FALSE
"341","OB010","OTTER BROOK - ROT06 - VRMP",2010,2010-08-28,"06:10:00","NA",NA,15.5,4.1,41.4,135,FALSE
"342","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-28,"07:10:00","NA",NA,NA,NA,NA,345,FALSE
"343","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-28,"07:10:00","NA",0,21.3,7.8,88.1,NA,FALSE
"344","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-08-28,"07:10:00","NA",1,21.3,7.8,88,NA,FALSE
"345","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-28,"07:35:00","NA",NA,NA,NA,NA,152,FALSE
"346","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-28,"07:35:00","NA",0,21.5,8.15,92.7,NA,FALSE
"347","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-08-28,"07:35:00","NA",1,21.5,8.19,92.8,NA,FALSE
"348","P135","PRESUMPSCOT RIVER - R157 - VRMP",2010,2010-08-28,"07:17:00","NA",NA,22.3,7.7,87.1,12,FALSE
"349","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-08-28,"07:20:00","NA",NA,21.1,7.06,80,13,FALSE
"350","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-08-28,"07:20:00","D",NA,NA,NA,NA,11,FALSE
"351","P145","PRESUMPSCOT RIVER - R161 - VRMP",2010,2010-08-28,"07:10:00","NA",NA,21,7.25,81.8,14,FALSE
"352","P145","PRESUMPSCOT RIVER - R161 - VRMP",2010,2010-08-28,"07:10:00","D",NA,NA,7.24,81.5,NA,FALSE
"353","P200","PRESUMPSCOT RIVER - R225 - VRMP",2010,2010-08-28,"06:50:00","NA",NA,20.9,6.31,70.2,16,FALSE
"354","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2010,2010-08-28,"06:35:00","NA",NA,17.5,6.81,71.2,219,FALSE
"355","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2010,2010-08-28,"06:35:00","D",NA,17.4,6.82,71.2,236,FALSE
"356","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2010,2010-08-28,"06:45:00","NA",NA,15.6,9.17,92,291,FALSE
"357","PL010","PLEASANT RIVER - RPL06 - PRW",2010,2010-08-28,"07:02:00","NA",NA,18.9,7.8,83.3,41,FALSE
"358","PL020","PLEASANT RIVER - RPL29 - VRMP",2010,2010-08-28,"07:19:00","NA",NA,16.8,8.02,82.9,111,FALSE
"359","PL030","PLEASANT RIVER - RPL37 - VRMP",2010,2010-08-28,"07:29:00","NA",NA,17.4,8.05,83.8,345,FALSE
"360","PL040","PLEASANT RIVER - RPL47 - VRMP",2010,2010-08-28,"06:20:00","NA",NA,17.6,7.6,76.7,649,FALSE
"361","PL040","PLEASANT RIVER - RPL47 - VRMP",2010,2010-08-28,"06:20:00","D",NA,NA,NA,NA,687,FALSE
"362","BB010","BAKER BROOK - RPLBK17 - VRMP",2010,2010-09-11,"06:15:00","NA",NA,NA,7,NA,260,FALSE
"363","DB010","DITCH BROOK - RPL00 - VRMP",2010,2010-09-11,"06:45:00","NA",NA,16.9,9.2,95.6,61,FALSE
"364","L010","LITTLE RIVER - RLT08 - VRMP",2010,2010-09-11,"07:22:00","NA",NA,16.1,8.21,83.5,96,FALSE
"365","L020","LITTLE RIVER - RLT15 - VRMP",2010,2010-09-11,"07:05:00","NA",NA,16,8.9,89.9,105,FALSE
"366","M010","MILL BROOK - RML01 - VRMP",2010,2010-09-11,"07:30:00","NA",NA,15,7.8,79.3,187,FALSE
"367","M030","MILL BROOK - RML63 - VRMP",2010,2010-09-11,"05:45:00","NA",NA,NA,7.2,NA,23,FALSE
"368","N010","NASON BROOK - RNS11 - VRMP",2010,2010-09-11,"07:01:00","NA",NA,14.7,8,79.2,225,FALSE
"369","N010","NASON BROOK - RNS11 - VRMP",2010,2010-09-11,"07:01:00","D",NA,NA,NA,NA,236,FALSE
"370","OB010","OTTER BROOK - ROT06 - VRMP",2010,2010-09-11,"06:17:00","NA",NA,15.7,2.6,26.4,86,FALSE
"371","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-09-11,"06:45:00","NA",NA,NA,NA,NA,29,FALSE
"372","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-09-11,"06:45:00","NA",1,21.1,7.69,86.5,NA,FALSE
"373","P020","PRESUMPSCOT RIVER - R24 - VRMP",2010,2010-09-11,"06:45:00","NA",2,21.1,7.7,85.8,NA,FALSE
"374","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-09-11,"07:15:00","NA",NA,NA,NA,NA,30,FALSE
"375","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-09-11,"07:15:00","NA",1,21.3,7.93,89.4,NA,FALSE
"376","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-09-11,"07:15:00","NA",2,21.3,8,90.3,NA,FALSE
"377","P030","PRESUMPSCOT RIVER - R47 - VRMP",2010,2010-09-11,"07:15:00","NA",3,21.3,8,90.4,NA,FALSE
"378","P135","PRESUMPSCOT RIVER - R157 - VRMP",2010,2010-09-11,"07:35:00","NA",NA,22.1,6.2,70.9,12,FALSE
"379","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-09-11,NA,"NA",NA,NA,NA,NA,6,FALSE
"380","P140","PRESUMPSCOT RIVER - R163 - VRMP",2010,2010-09-11,NA,"D",NA,NA,NA,NA,5,FALSE
"381","P145","PRESUMPSCOT RIVER - R161 - VRMP",2010,2010-09-11,NA,"NA",NA,NA,NA,NA,20,FALSE
"382","P200","PRESUMPSCOT RIVER - R225 - VRMP",2010,2010-09-11,"06:40:00","NA",NA,NA,6.6,NA,15,FALSE
"383","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2010,2010-09-11,"07:30:00","NA",NA,17.3,6.4,66.8,138,FALSE
"384","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2010,2010-09-11,"07:41:00","NA",NA,15.2,8.3,82.3,88,FALSE
"385","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2010,2010-09-11,"07:41:00","D",NA,15.2,8.3,82.4,84,FALSE
"386","PL010","PLEASANT RIVER - RPL06 - PRW",2010,2010-09-11,NA,"NA",NA,NA,NA,NA,108,FALSE
"387","PL020","PLEASANT RIVER - RPL29 - VRMP",2010,2010-09-11,NA,"NA",NA,NA,NA,NA,147,FALSE
"388","PL030","PLEASANT RIVER - RPL37 - VRMP",2010,2010-09-11,NA,"NA",NA,NA,NA,NA,161,FALSE
"389","PL040","PLEASANT RIVER - RPL47 - VRMP",2010,2010-09-11,"06:32:00","NA",NA,18.2,8.3,85.1,548,FALSE
"390","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-05-21,"07:25:00","NA",NA,9,7.8,67.48,195.6,FALSE
"391","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-05-21,"07:35:00","NA",NA,NA,9,NA,86.2,FALSE
"392","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-05-21,"06:05:00","NA",NA,12.11,9.7,90.23,34.1,FALSE
"393","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-05-21,"07:35:00","NA",NA,NA,6.7,NA,41.3,FALSE
"394","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-05-21,"07:20:00","NA",NA,NA,7.8,NA,235.9,FALSE
"395","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-05-21,"07:05:00","NA",NA,NA,8.5,NA,325.5,FALSE
"396","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-05-21,"07:15:00","NA",NA,NA,8.5,NA,290.9,FALSE
"397","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-05-21,"08:30:00","NA",NA,12.4,9.74,92.6,54.7,FALSE
"398","M010","MILL BROOK - RML01 - VRMP",2011,2011-05-21,"07:31:00","NA",NA,12.8,9.53,90.6,90.6,FALSE
"399","N010","NASON BROOK - RNS11 - VRMP",2011,2011-05-21,"06:30:00","NA",NA,11.33,8.8,80.41,66.3,FALSE
"400","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-05-21,"05:33:00","NA",NA,12.11,4.6,42.79,10.9,FALSE
"401","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-05-21,"06:55:00","NA",NA,NA,NA,NA,125.9,FALSE
"402","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-05-21,"06:55:00","NA",0,11.4,10.4,95.3,NA,FALSE
"403","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-05-21,"06:55:00","NA",1,11.4,10.5,95.7,NA,FALSE
"404","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-05-21,"06:55:00","NA",2,11.4,10.5,96.1,NA,FALSE
"405","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-05-21,"06:55:00","NA",3,11.4,10.4,96.2,NA,FALSE
"406","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-05-21,"07:19:00","NA",NA,NA,NA,NA,152.9,FALSE
"407","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-05-21,"07:19:00","NA",0,11.4,10.45,94.7,NA,FALSE
"408","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-05-21,"07:19:00","NA",1,11.3,10.58,96.2,NA,FALSE
"409","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-05-21,"07:19:00","NA",2,11.3,10.47,95.6,NA,FALSE
"410","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-05-21,"07:19:00","NA",3,11.3,10.45,95,NA,FALSE
"411","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-05-21,"06:15:00","NA",NA,10.2,11.79,106,77.1,FALSE
"412","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-05-21,"06:43:00","NA",NA,9.06,NA,NA,93.3,FALSE
"413","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-05-21,"07:10:00","NA",NA,9.3,11.37,99.5,7.4,FALSE
"414","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-05-21,"06:35:00","NA",NA,8.4,11.54,99.7,10.9,FALSE
"415","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-05-21,"06:20:00","NA",NA,8.9,11.62,100.8,3.1,FALSE
"416","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-05-21,"07:20:00","NA",NA,NA,8.5,NA,104.3,FALSE
"417","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-05-21,"07:35:00","NA",NA,NA,9.4,NA,56.5,FALSE
"418","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-05-21,"07:05:00","NA",NA,8,9,75.99,206.3,FALSE
"419","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-05-21,"05:46:00","NA",NA,12,8.7,80.73,137.6,FALSE
"420","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-06-04,"06:27:00","NA",NA,10,7.4,65.56,101.7,FALSE
"421","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-06-04,"06:52:00","NA",NA,9,8.2,70.94,118.7,FALSE
"422","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-06-04,"08:05:00","NA",NA,NA,7.4,NA,30.9,FALSE
"423","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-06-04,"05:46:00","NA",NA,NA,7.5,NA,21.8,FALSE
"424","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-06-04,"06:30:00","NA",NA,NA,6.6,NA,172,FALSE
"425","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-06-04,"07:50:00","NA",NA,NA,5,NA,58.1,FALSE
"426","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-06-04,"07:00:00","NA",NA,NA,6.8,NA,63.8,FALSE
"427","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-06-04,"07:10:00","NA",NA,NA,8.2,NA,40.4,FALSE
"428","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-06-04,"07:35:00","NA",NA,19,8.31,81,101.9,FALSE
"429","M010","MILL BROOK - RML01 - VRMP",2011,2011-06-04,"08:14:00","NA",NA,13.7,9.03,87.2,1119.9,FALSE
"430","N010","NASON BROOK - RNS11 - VRMP",2011,2011-06-04,"06:08:00","NA",NA,NA,7.4,NA,125.9,FALSE
"431","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-06-04,"05:13:00","NA",NA,NA,3.8,NA,69.9,FALSE
"432","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-04,"07:24:00","NA",NA,NA,NA,NA,29.2,FALSE
"433","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-04,"07:24:00","NA",0,16.5,9.08,93.1,NA,FALSE
